,precision,recall,f1-score,support
Class 176,0.05333333333333334,0.19047619047619047,0.08333333333333333,21.0
Class 177,0.04878048780487805,0.09523809523809523,0.06451612903225808,21.0
Class 178,0.021739130434782608,0.047619047619047616,0.029850746268656712,21.0
Class 179,0.1111111111111111,0.047619047619047616,0.06666666666666667,21.0
Class 180,0.014084507042253521,0.047619047619047616,0.021739130434782608,21.0
Class 181,0.0,0.0,0.0,21.0
Class 182,0.041666666666666664,0.3181818181818182,0.07368421052631578,22.0
Class 183,0.05555555555555555,0.047619047619047616,0.05128205128205128,21.0
Class 184,0.021739130434782608,0.047619047619047616,0.029850746268656712,21.0
Class 185,0.0,0.0,0.0,22.0
Class 187,0.0,0.0,0.0,21.0
Class 192,0.0,0.0,0.0,21.0
Class 194,0.25,0.047619047619047616,0.08,21.0
Class 196,0.1,0.05,0.06666666666666667,20.0
Class 197,0.0,0.0,0.0,21.0
Class 198,0.0,0.0,0.0,21.0
Class 199,0.07407407407407407,0.19047619047619047,0.10666666666666667,21.0
Class 200,0.046875,0.14285714285714285,0.07058823529411765,21.0
Class 201,0.08333333333333333,0.1,0.0909090909090909,20.0
Class 202,0.0,0.0,0.0,21.0
Class 203,0.0,0.0,0.0,21.0
Class 205,0.1,0.047619047619047616,0.06451612903225806,21.0
Class 206,0.0,0.0,0.0,21.0
Class 207,0.2,0.047619047619047616,0.07692307692307693,21.0
Class 208,0.0,0.0,0.0,21.0
Class 209,0.1276595744680851,0.3,0.17910447761194026,20.0
Class 210,0.07142857142857142,0.14285714285714285,0.09523809523809523,21.0
Class 211,0.08333333333333333,0.1,0.0909090909090909,20.0
Class 213,0.08333333333333333,0.09523809523809523,0.08888888888888889,21.0
Class 214,0.0,0.0,0.0,22.0
Class 215,0.08,0.09523809523809523,0.08695652173913043,21.0
Class 216,0.0,0.0,0.0,21.0
Class 217,0.03125,0.05,0.038461538461538464,20.0
Class 218,0.04716981132075472,0.23809523809523808,0.07874015748031496,21.0
Class 219,0.11764705882352941,0.09523809523809523,0.10526315789473684,21.0
Class 220,0.0,0.0,0.0,20.0
Class 221,0.0,0.0,0.0,21.0
Class 222,0.0,0.0,0.0,20.0
Class 223,0.05,0.047619047619047616,0.04878048780487805,21.0
Class 224,0.0,0.0,0.0,21.0
Class 226,0.0,0.0,0.0,21.0
Class 227,0.058823529411764705,0.047619047619047616,0.05263157894736842,21.0
Class 228,0.0,0.0,0.0,21.0
Class 229,0.09090909090909091,0.047619047619047616,0.0625,21.0
Class 230,0.0,0.0,0.0,21.0
Class 231,0.0625,0.2857142857142857,0.10256410256410256,21.0
Class 232,0.0,0.0,0.0,21.0
Class 234,0.0,0.0,0.0,20.0
Class 236,0.08333333333333333,0.045454545454545456,0.05882352941176471,22.0
Class 237,0.0,0.0,0.0,21.0
Class 239,0.0,0.0,0.0,23.0
Class 240,0.3333333333333333,0.14285714285714285,0.2,21.0
Class 241,0.0,0.0,0.0,22.0
Class 242,0.0,0.0,0.0,21.0
Class 243,0.07407407407407407,0.38095238095238093,0.12403100775193798,21.0
Class 244,0.0,0.0,0.0,21.0
Class 245,0.0,0.0,0.0,19.0
Class 246,0.0,0.0,0.0,20.0
Class 247,0.11764705882352941,0.09523809523809523,0.10526315789473684,21.0
Class 248,0.0,0.0,0.0,21.0
Class 249,0.0,0.0,0.0,20.0
Class 250,0.0,0.0,0.0,21.0
Class 251,0.05970149253731343,0.2,0.09195402298850575,20.0
Class 252,0.044444444444444446,0.09523809523809523,0.06060606060606061,21.0
Class 253,0.023809523809523808,0.05,0.03225806451612903,20.0
Class 255,0.0,0.0,0.0,21.0
Class 256,0.13043478260869565,0.14285714285714285,0.13636363636363635,21.0
Class 257,0.05454545454545454,0.14285714285714285,0.07894736842105263,21.0
Class 259,0.10869565217391304,0.25,0.15151515151515152,20.0
Class 260,0.15384615384615385,0.10526315789473684,0.125,19.0
Class 261,0.1111111111111111,0.05263157894736842,0.07142857142857142,19.0
Class 262,0.16666666666666666,0.14285714285714285,0.15384615384615383,21.0
Class 263,0.0,0.0,0.0,21.0
Class 264,0.16666666666666666,0.23809523809523808,0.19607843137254902,21.0
Class 265,0.0,0.0,0.0,20.0
Class 266,0.17647058823529413,0.15,0.16216216216216214,20.0
Class 267,0.13043478260869565,0.15,0.13953488372093023,20.0
Class 269,0.1,0.047619047619047616,0.06451612903225806,21.0
Class 270,0.05357142857142857,0.17647058823529413,0.0821917808219178,17.0
Class 271,0.09090909090909091,0.08695652173913043,0.08888888888888888,23.0
Class 272,0.18518518518518517,0.23809523809523808,0.20833333333333334,21.0
Class 273,0.06382978723404255,0.15,0.08955223880597013,20.0
Class 275,0.0,0.0,0.0,21.0
Class 277,0.08333333333333333,0.09523809523809523,0.08888888888888889,21.0
Class 278,0.1,0.047619047619047616,0.06451612903225806,21.0
Class 279,0.0,0.0,0.0,20.0
Class 280,0.0625,0.047619047619047616,0.05405405405405405,21.0
Class 281,0.0,0.0,0.0,21.0
Class 282,0.04395604395604396,0.19047619047619047,0.07142857142857144,21.0
Class 283,0.0,0.0,0.0,21.0
Class 284,0.0,0.0,0.0,21.0
Class 285,0.0,0.0,0.0,20.0
Class 286,0.0,0.0,0.0,21.0
Class 287,0.07142857142857142,0.19047619047619047,0.10389610389610389,21.0
Class 289,0.0,0.0,0.0,21.0
Class 290,0.021739130434782608,0.047619047619047616,0.029850746268656712,21.0
Class 291,0.0,0.0,0.0,19.0
Class 292,0.1,0.05,0.06666666666666667,20.0
Class 293,0.03333333333333333,0.047619047619047616,0.0392156862745098,21.0
Class 294,0.0,0.0,0.0,20.0
Class 295,0.13333333333333333,0.09523809523809523,0.1111111111111111,21.0
Class 297,0.0,0.0,0.0,21.0
Class 298,0.0,0.0,0.0,20.0
Class 299,0.16666666666666666,0.047619047619047616,0.07407407407407407,21.0
Class 300,0.03225806451612903,0.4117647058823529,0.059829059829059825,17.0
Class 301,0.0,0.0,0.0,22.0
Class 302,0.2857142857142857,0.1,0.14814814814814817,20.0
Class 305,0.16666666666666666,0.05,0.07692307692307691,20.0
Class 306,0.03225806451612903,0.047619047619047616,0.03846153846153846,21.0
Class 307,0.14285714285714285,0.047619047619047616,0.07142857142857142,21.0
Class 308,0.2,0.047619047619047616,0.07692307692307693,21.0
Class 309,0.0,0.0,0.0,20.0
Class 310,0.041666666666666664,0.09523809523809523,0.057971014492753624,21.0
Class 311,0.1,0.19047619047619047,0.1311475409836066,21.0
Class 312,0.08333333333333333,0.09523809523809523,0.08888888888888889,21.0
Class 313,0.0,0.0,0.0,21.0
Class 314,0.3333333333333333,0.047619047619047616,0.08333333333333333,21.0
Class 316,0.2,0.045454545454545456,0.07407407407407407,22.0
Class 317,0.06,0.15,0.08571428571428572,20.0
Class 318,0.0,0.0,0.0,21.0
Class 319,0.10256410256410256,0.19047619047619047,0.13333333333333333,21.0
Class 320,0.1111111111111111,0.06666666666666667,0.08333333333333334,15.0
Class 321,0.06521739130434782,0.14285714285714285,0.08955223880597013,21.0
Class 322,0.09090909090909091,0.047619047619047616,0.0625,21.0
Class 324,0.0,0.0,0.0,21.0
Class 325,0.14285714285714285,0.15789473684210525,0.15,19.0
Class 326,0.07692307692307693,0.09090909090909091,0.08333333333333334,22.0
Class 327,0.0,0.0,0.0,21.0
Class 329,0.0,0.0,0.0,21.0
Class 330,0.03125,0.09523809523809523,0.047058823529411764,21.0
Class 331,0.07142857142857142,0.047619047619047616,0.057142857142857134,21.0
Class 332,0.0,0.0,0.0,21.0
Class 333,0.0,0.0,0.0,21.0
Class 335,0.0,0.0,0.0,20.0
Class 336,0.0,0.0,0.0,21.0
Class 337,0.0,0.0,0.0,21.0
Class 338,0.02857142857142857,0.047619047619047616,0.03571428571428571,21.0
Class 339,0.09090909090909091,0.047619047619047616,0.0625,21.0
Class 340,0.0,0.0,0.0,21.0
Class 341,0.0,0.0,0.0,22.0
Class 342,0.038461538461538464,0.09523809523809523,0.05479452054794521,21.0
Class 343,0.03529411764705882,0.14285714285714285,0.05660377358490566,21.0
Class 344,0.0,0.0,0.0,21.0
Class 345,0.14285714285714285,0.09523809523809523,0.11428571428571427,21.0
Class 346,0.0,0.0,0.0,21.0
Class 347,0.0,0.0,0.0,21.0
Class 348,0.08,0.09523809523809523,0.08695652173913043,21.0
Class 349,0.0,0.0,0.0,21.0
Class 350,0.0,0.0,0.0,21.0
Class 351,0.043478260869565216,0.047619047619047616,0.04545454545454545,21.0
Class 352,0.0,0.0,0.0,21.0
Class 353,0.1111111111111111,0.1,0.10526315789473685,20.0
Class 354,0.0,0.0,0.0,21.0
Class 355,0.06060606060606061,0.19047619047619047,0.09195402298850575,21.0
Class 356,0.0,0.0,0.0,19.0
Class 357,0.1111111111111111,0.14285714285714285,0.125,21.0
Class 358,0.0,0.0,0.0,21.0
Class 359,0.0,0.0,0.0,21.0
Class 360,0.03571428571428571,0.25,0.0625,16.0
Class 361,0.06896551724137931,0.1,0.08163265306122448,20.0
Class 362,0.05714285714285714,0.09090909090909091,0.07017543859649122,22.0
Class 363,0.025,0.045454545454545456,0.03225806451612903,22.0
Class 364,0.05555555555555555,0.1,0.07142857142857142,20.0
Class 365,0.04,0.045454545454545456,0.0425531914893617,22.0
Class 366,0.0,0.0,0.0,21.0
Class 368,0.0,0.0,0.0,21.0
Class 369,0.07692307692307693,0.05,0.060606060606060615,20.0
Class 370,0.0,0.0,0.0,21.0
Class 371,0.0,0.0,0.0,21.0
Class 372,0.1,0.047619047619047616,0.06451612903225806,21.0
Class 374,0.038461538461538464,0.14285714285714285,0.060606060606060615,21.0
Class 375,0.0,0.0,0.0,21.0
Class 376,0.0,0.0,0.0,20.0
Class 377,0.0,0.0,0.0,21.0
Class 378,0.0,0.0,0.0,21.0
Class 379,0.0,0.0,0.0,19.0
Class 380,0.08860759493670886,0.3333333333333333,0.14,21.0
Class 381,0.0,0.0,0.0,21.0
Class 382,0.0,0.0,0.0,21.0
Class 383,0.0,0.0,0.0,21.0
Class 384,0.04,0.045454545454545456,0.0425531914893617,22.0
Class 386,0.13559322033898305,0.38095238095238093,0.2,21.0
Class 387,0.5,0.047619047619047616,0.08695652173913042,21.0
Class 392,0.16666666666666666,0.09523809523809523,0.12121212121212123,21.0
Class 393,0.1724137931034483,0.25,0.20408163265306123,20.0
Class 394,0.0,0.0,0.0,5.0
micro avg,0.05189426239493239,0.059117402164862616,0.05527084009082063,7206.0
macro avg,0.05142481464780098,0.059463051708256345,0.04398050305378169,7206.0
weighted avg,0.05133267142148683,0.059117402164862616,0.04387380106646291,7206.0
